turn,fact,query,expected,frame
383,Log 383: Static report on weather. No anomalies detected.,None,None,Earth_Base
384,Log 384: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
385,Log 385: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
386,Log 386: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
387,Log 387: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
388,Log 388: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
389,Log 389: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
390,Log 390: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
391,Log 391: Static report on weather. No anomalies detected.,None,None,Earth_Base
392,Log 392: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
393,Log 393: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
394,Log 394: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
395,Log 395: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
396,Log 396: Static report on weather. No anomalies detected.,None,None,Earth_Base
397,Log 397: Static report on weather. No anomalies detected.,None,None,Earth_Base
398,Log 398: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
399,Log 399: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
400,Log 400: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
401,Log 401: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
402,Log 402: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
403,Log 403: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
404,Log 404: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
405,Log 405: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
406,Log 406: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
407,Log 407: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
408,Log 408: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
409,Log 409: Static report on weather. No anomalies detected.,None,None,Earth_Base
410,Log 410: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
411,Log 411: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
412,Log 412: Static report on weather. No anomalies detected.,None,None,Earth_Base
413,Log 413: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
414,Log 414: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
415,Log 415: Static report on weather. No anomalies detected.,None,None,Earth_Base
416,Log 416: Static report on weather. No anomalies detected.,None,None,Earth_Base
417,Log 417: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
418,Log 418: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
419,Log 419: Static report on weather. No anomalies detected.,None,None,Earth_Base
420,Log 420: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
421,Log 421: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
422,Log 422: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
423,Log 423: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
424,Log 424: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
425,Log 425: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
426,Log 426: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
427,Log 427: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
428,Log 428: Static report on weather. No anomalies detected.,None,None,Earth_Base
429,Log 429: Static report on weather. No anomalies detected.,None,None,Earth_Base
430,Log 430: Static report on weather. No anomalies detected.,None,None,Earth_Base
431,Log 431: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
432,Log 432: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
433,Log 433: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
434,Log 434: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
435,Log 435: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
436,Log 436: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
437,Log 437: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
438,Log 438: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
439,Log 439: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
440,Log 440: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
441,Log 441: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
442,Log 442: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
443,Log 443: Static report on weather. No anomalies detected.,None,None,Earth_Base
444,Log 444: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
445,Log 445: Static report on weather. No anomalies detected.,None,None,Earth_Base
446,Log 446: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
447,Log 447: Static report on weather. No anomalies detected.,None,None,Earth_Base
448,Log 448: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
449,Log 449: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
450,Log 450: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
451,Log 451: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
452,Log 452: Static report on weather. No anomalies detected.,None,None,Earth_Base
453,Log 453: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
454,Log 454: Static report on weather. No anomalies detected.,None,None,Earth_Base
455,Log 455: Static report on weather. No anomalies detected.,None,None,Earth_Base
456,Log 456: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
457,Log 457: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
458,Log 458: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
459,Log 459: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
460,Log 460: Static report on weather. No anomalies detected.,None,None,Earth_Base
461,Log 461: Static report on weather. No anomalies detected.,None,None,Earth_Base
462,Log 462: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
463,Log 463: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
464,Log 464: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
465,Log 465: Static report on weather. No anomalies detected.,None,None,Earth_Base
466,Log 466: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
467,Log 467: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
468,Log 468: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
469,Log 469: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
470,Log 470: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
471,Log 471: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
472,Log 472: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
473,Log 473: Static report on weather. No anomalies detected.,None,None,Earth_Base
474,Log 474: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
475,Log 475: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
476,Log 476: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
477,Log 477: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
478,Log 478: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
479,Log 479: Static report on weather. No anomalies detected.,None,None,Earth_Base
480,Log 480: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
481,Log 481: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
482,Log 482: Static report on weather. No anomalies detected.,None,None,Earth_Base
483,Log 483: Static report on weather. No anomalies detected.,None,None,Earth_Base
484,Log 484: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
485,Log 485: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
486,Log 486: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
487,Log 487: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
488,Log 488: Static report on weather. No anomalies detected.,None,None,Earth_Base
489,Log 489: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
490,Log 490: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
491,Log 491: Static report on weather. No anomalies detected.,None,None,Earth_Base
492,Log 492: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
493,Log 493: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
494,Log 494: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
495,Log 495: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
496,Log 496: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
497,Log 497: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
498,Log 498: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
499,Log 499: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
500,Log 500: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
501,Log 501: Static report on weather. No anomalies detected.,None,None,Earth_Base
502,Log 502: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
503,Log 503: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
504,Log 504: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
505,Log 505: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
506,Log 506: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
507,Log 507: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
508,Log 508: Static report on weather. No anomalies detected.,None,None,Earth_Base
509,Log 509: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
510,Log 510: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
511,Log 511: Static report on weather. No anomalies detected.,None,None,Earth_Base
512,Log 512: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
513,Log 513: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
514,Log 514: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
515,Log 515: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
516,Log 516: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
517,Log 517: Static report on weather. No anomalies detected.,None,None,Earth_Base
518,Log 518: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
519,Log 519: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
520,Log 520: Static report on weather. No anomalies detected.,None,None,Earth_Base
521,Log 521: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
522,Log 522: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
523,Log 523: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
524,Log 524: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
525,Log 525: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
526,Log 526: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
527,Log 527: Static report on weather. No anomalies detected.,None,None,Earth_Base
528,Log 528: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
529,Log 529: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
530,Log 530: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
531,Log 531: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
532,Log 532: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
533,Log 533: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
534,Log 534: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
535,Log 535: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
536,Log 536: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
537,Log 537: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
538,Log 538: Static report on weather. No anomalies detected.,None,None,Earth_Base
539,Log 539: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
540,Log 540: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
541,Log 541: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
542,Log 542: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
543,Log 543: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
544,Log 544: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
545,Log 545: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
546,Log 546: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
547,Log 547: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
548,Log 548: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
549,Log 549: Static report on weather. No anomalies detected.,None,None,Earth_Base
550,Log 550: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
551,Log 551: Static report on weather. No anomalies detected.,None,None,Earth_Base
552,Log 552: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
553,Log 553: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
554,Log 554: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
555,Log 555: Static report on weather. No anomalies detected.,None,None,Earth_Base
556,Log 556: Static report on weather. No anomalies detected.,None,None,Earth_Base
557,Log 557: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
558,Log 558: Static report on weather. No anomalies detected.,None,None,Earth_Base
559,Log 559: Static report on weather. No anomalies detected.,None,None,Earth_Base
560,Log 560: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
561,Log 561: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
562,Log 562: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
563,Log 563: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
564,Log 564: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
565,Log 565: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
566,Log 566: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
567,Log 567: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
568,Log 568: Static report on weather. No anomalies detected.,None,None,Earth_Base
569,Log 569: Static report on weather. No anomalies detected.,None,None,Earth_Base
570,Log 570: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
571,Log 571: Static report on weather. No anomalies detected.,None,None,Earth_Base
572,Log 572: Static report on weather. No anomalies detected.,None,None,Earth_Base
573,Log 573: Static report on weather. No anomalies detected.,None,None,Earth_Base
574,Log 574: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
575,Log 575: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
576,Log 576: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
577,Log 577: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
578,Log 578: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
579,Log 579: Static report on weather. No anomalies detected.,None,None,Earth_Base
580,Log 580: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
581,Log 581: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
582,Log 582: Static report on weather. No anomalies detected.,None,None,Earth_Base
583,Log 583: Static report on weather. No anomalies detected.,None,None,Earth_Base
584,Log 584: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
585,Log 585: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
586,Log 586: Static report on weather. No anomalies detected.,None,None,Earth_Base
587,Log 587: Static report on weather. No anomalies detected.,None,None,Earth_Base
588,Log 588: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
589,Log 589: Static report on weather. No anomalies detected.,None,None,Earth_Base
590,Log 590: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
591,Log 591: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
592,Log 592: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
593,Log 593: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
594,Log 594: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
595,Log 595: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
596,Log 596: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
597,Log 597: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
598,Log 598: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
599,Log 599: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
600,Log 600: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
601,Log 601: Static report on weather. No anomalies detected.,None,None,Earth_Base
602,Log 602: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
603,Log 603: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
604,Log 604: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
605,Log 605: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
606,Log 606: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
607,Log 607: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
608,Log 608: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
609,Log 609: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
610,Log 610: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
611,Log 611: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
612,Log 612: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
613,Log 613: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
614,Log 614: Static report on weather. No anomalies detected.,None,None,Earth_Base
615,Log 615: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
616,Log 616: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
617,Log 617: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
618,Log 618: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
619,Log 619: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
620,Log 620: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
621,Log 621: Static report on weather. No anomalies detected.,None,None,Earth_Base
622,Log 622: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
623,Log 623: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
624,Log 624: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
625,Log 625: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
626,Log 626: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
627,Log 627: Static report on weather. No anomalies detected.,None,None,Earth_Base
628,Log 628: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
629,Log 629: Static report on weather. No anomalies detected.,None,None,Earth_Base
630,Log 630: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
631,Log 631: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
632,Log 632: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
633,Log 633: Static report on weather. No anomalies detected.,None,None,Earth_Base
634,Log 634: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
635,Log 635: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
636,Log 636: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
637,Log 637: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
638,Log 638: Static report on weather. No anomalies detected.,None,None,Earth_Base
639,Log 639: Static report on weather. No anomalies detected.,None,None,Earth_Base
640,Log 640: Static report on weather. No anomalies detected.,None,None,Earth_Base
641,Log 641: Static report on weather. No anomalies detected.,None,None,Earth_Base
642,Log 642: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
643,Log 643: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
644,Log 644: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
645,Log 645: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
646,Log 646: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
647,Log 647: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
648,Log 648: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
649,Log 649: Static report on weather. No anomalies detected.,None,None,Earth_Base
650,Log 650: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
651,Log 651: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
652,Log 652: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
653,Log 653: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
654,Log 654: Static report on weather. No anomalies detected.,None,None,Earth_Base
655,Log 655: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
656,Log 656: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
657,Log 657: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
658,Log 658: Static report on weather. No anomalies detected.,None,None,Earth_Base
659,Log 659: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
660,Log 660: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
661,Log 661: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
662,Log 662: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
663,Log 663: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
664,Log 664: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
665,Log 665: Static report on weather. No anomalies detected.,None,None,Earth_Base
666,Log 666: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
667,Log 667: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
668,Log 668: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
669,Log 669: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
670,Log 670: Static report on weather. No anomalies detected.,None,None,Earth_Base
671,Log 671: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
672,Log 672: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
673,Log 673: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
674,Log 674: Static report on weather. No anomalies detected.,None,None,Earth_Base
675,Log 675: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
676,Log 676: Static report on weather. No anomalies detected.,None,None,Earth_Base
677,Log 677: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
678,Log 678: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
679,Log 679: Static report on weather. No anomalies detected.,None,None,Earth_Base
680,Log 680: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
681,Log 681: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
682,Log 682: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
683,Log 683: Static report on weather. No anomalies detected.,None,None,Earth_Base
684,Log 684: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
685,Log 685: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
686,Log 686: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
687,Log 687: Static report on weather. No anomalies detected.,None,None,Earth_Base
688,Log 688: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
689,Log 689: Static report on weather. No anomalies detected.,None,None,Earth_Base
690,Log 690: Static report on weather. No anomalies detected.,None,None,Earth_Base
691,Log 691: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
692,Log 692: Static report on weather. No anomalies detected.,None,None,Earth_Base
693,Log 693: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
694,Log 694: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
695,Log 695: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
696,Log 696: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
697,Log 697: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
698,Log 698: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
699,Log 699: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
700,Log 700: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
701,Log 701: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
702,Log 702: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
703,Log 703: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
704,Log 704: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
705,Log 705: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
706,Log 706: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
707,Log 707: Static report on weather. No anomalies detected.,None,None,Earth_Base
708,Log 708: Static report on weather. No anomalies detected.,None,None,Earth_Base
709,Log 709: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
710,Log 710: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
711,Log 711: Static report on weather. No anomalies detected.,None,None,Earth_Base
712,Log 712: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
713,Log 713: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
714,Log 714: Static report on weather. No anomalies detected.,None,None,Earth_Base
715,Log 715: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
716,Log 716: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
717,Log 717: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
718,Log 718: Static report on weather. No anomalies detected.,None,None,Earth_Base
719,Log 719: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
720,Log 720: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
721,Log 721: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
722,Log 722: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
723,Log 723: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
724,Log 724: Static report on weather. No anomalies detected.,None,None,Earth_Base
725,Log 725: Static report on weather. No anomalies detected.,None,None,Earth_Base
726,Log 726: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
727,Log 727: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
728,Log 728: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
729,Log 729: Static report on weather. No anomalies detected.,None,None,Earth_Base
730,Log 730: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
731,Log 731: Static report on weather. No anomalies detected.,None,None,Earth_Base
732,Log 732: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
733,Log 733: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
734,Log 734: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
735,Log 735: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
736,Log 736: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
737,Log 737: Static report on weather. No anomalies detected.,None,None,Earth_Base
738,Log 738: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
739,Log 739: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
740,Log 740: Static report on weather. No anomalies detected.,None,None,Earth_Base
741,Log 741: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
742,Log 742: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
743,Log 743: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
744,Log 744: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
745,Log 745: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
746,Log 746: Static report on weather. No anomalies detected.,None,None,Earth_Base
747,Log 747: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
748,Log 748: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
749,Log 749: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
750,Log 750: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
751,Log 751: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
752,Log 752: Static report on weather. No anomalies detected.,None,None,Earth_Base
753,Log 753: Static report on weather. No anomalies detected.,None,None,Earth_Base
754,Log 754: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
755,Log 755: Static report on weather. No anomalies detected.,None,None,Earth_Base
756,Log 756: Static report on weather. No anomalies detected.,None,None,Earth_Base
757,Log 757: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
758,Log 758: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
759,Log 759: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
760,Log 760: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
761,Log 761: Static report on weather. No anomalies detected.,None,None,Earth_Base
762,Log 762: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
763,Log 763: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
764,Log 764: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
765,Log 765: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
766,Log 766: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
